Date,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingConfident,AnalysesEasier,ProgrammingEfficient,ImmediatelyApply,Comfortable,WorkWithData,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
10/1/17 16:09,Ecology,1joduk,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Agree ,Agree,Diversity of topics and display of ineroperability between software and platforms,Giving more case studies to bring the elements together and making sure the context of what we are doing is fully understood.,No,,Agree,Strongly agree,Strongly agree,Agree,Instructors were quick to respond and helped clarify basic areas like reminding us that we have to re-run preceding lines of code to make subsequent code work,85,Canada
10/1/17 16:11,Ecology,2tasch,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,"Stickies were great, number of helpers was appropriate","include options for more difficult/easier challenges, include additional datasets",No,,Neutral,Strongly agree,Strongly agree,Neutral,an instructor went above and beyond to walk through an issue I had even though the code was correct,100,Canada
10/1/17 16:18,Ecology,0mocro,R,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree ,Strongly agree ,Neutral,Information was presented very clearly!,"I would have needed almost twice the time allotted to get through the R section of the second morning. My red sticky only worked when I waved my arm and I fell way behind, trying to type and listen all at the same time. I ended up frantically copying what was on the screen rather than having any time to undertsand what I was typing. But obviously there is a lot to fit into two days and you want to cover as much as possible (and so do I!) but it was at a vastly different pace from the whole rest of the workshop, with a lot more to understand and yet much less time allowed for it. ",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Everytime I requested help, the help of the instructor always removed whatever obstacle was preventing me from getting any further! They were brilliant!",100,Canada
10/1/17 16:11,Ecology,1geoud,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Agree,the variaty of topics and solutions to common problems that were covered,"to me, the introduction to R was very basic as I've been programming quite a lot with R",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,the challenges were a nice way to start thinking by myself,89,Canada
10/1/17 16:09,Ecology,2tocon,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,"Great intro to a few basic tools, great intro to data standards in general and to best practices","Would have appreciate more focus on naming and commenting conventions (i.e. how to name informative files/folder directories, how to make good comments, how to structure scripts). Basically a little more info how the conventions of making clear , easy to read scripts that anyone else (/future me) can easily interpret.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I asked a question and they did not hesitate to stop the current example and show the answer to my question,100,Canada
10/1/17 16:12,Ecology,1lospa,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Agree,"Great balance of topics covered, background of teachers, and help during the workshop with any issues that come up.",Coverage of spreadsheets in particular could be shorter,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Taught more efficient ways to use R,100,Canada
10/1/17 16:11,Ecology,1grcha,R,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree ,Strongly agree ,Agree,Accessible for people with no prior knowledge of these software   Very knowledgeable instructors + helpers   Efficient time management   Introduction to complementary software  ,Repeating why we are using specific commands and choosing specific software a few times so people remember and can hear if they are a bit behind    ,Yes,,Agree,Strongly agree,Strongly agree,Strongly agree,,93,Canada
10/1/17 16:13,Ecology,7edflo,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,Agree,Having multiple instructors and helpers really made the workshop flow efficiently.,"Some aspects (e.g. detailed analysis in R) were too fast to keep up with, but overall it was not a major issue.",No,"Not for myself, but I recognize that there were several attendees with English as a second language. In this case, it would be good to speak more slowly.",Agree,Agree,Agree,Agree,,83,Canada
10/1/17 16:08,Ecology,2brwaz,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree ,Agree ,Agree,,,No,,Strongly agree,Agree,Agree,Strongly agree,,90,Canada
10/1/17 16:10,Ecology,4thmil,R,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree , Strongly disagree,Strongly disagree,"Knowledgeable instructors,   efficient examples,   great attention to trainees.",working with different data sources.  ,No,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,was able to respond to a query that was a bit confusing,83,Canada
10/1/17 16:10,Reproducible Research,5VArou,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Agree,"quality of instructors, small example datasets to explore, files and lessons online--can review before, during and after workshop","dual screens, or instruct folks to follow along on a side screen?",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"asked about to know more about something not part of the lesson plan, and an instructor took time afterwards to show me so I could understand the concept",100,Canada
10/1/17 16:12,Ecology,1decyp,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree ,Strongly agree ,Agree,Materials was clear and resources easy to find.  Installation and download was simple and straight forward.  Instructor knowledge was good.  Willingness of students to work together was very helpful.,SQL before the completion of R work.  Opportunity to work on personal data or project.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,95,Canada
10/1/17 16:12,Ecology,1Frlar,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neutral ,Strongly agree ,Neutral,#NAME?,#NAME?,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,#NAME?,95,Canada
10/1/17 1:40,Reproducible Research,1vreas,Python,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Agree ,Agree,"Interesting and applicable content, skills of the instructors, availability and skills of the helpers","It was all good, but I missed part of the lecture towards the end as I had technical issues with running ggplot. But I am sure I will be catch up the missing pieces on my own.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,My learning experience was affected positively when instructor included jokes and also demonstrated why the topic we were learning was important.,100,United States of America
9/29/17 10:46,I don't know.,5sl127,Neither,Strongly agree,Disagree,Agree,Agree,Neutral,Strongly agree,Neutral,Neutral ,Neutral ,Neutral,Have not taken the workshop yet,Have not taken the workshop yet,No,,,,,,,,United States of America
9/29/17 10:44,,6reagg,Python,,,,,,,,   ,  ,,,,,,,,,,,,
9/28/17 22:53,I don't know.,1auagg,Python,,,,,,,,   ,  ,,,,,,,,,,,,
9/28/17 18:06,Ecology,3chdam,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,,,No,,Agree,Agree,Strongly agree,Agree,,90,United States of America
9/29/17 17:20,Ecology,0inmcs,R,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree ,Agree ,Disagree,"Friendly, knowledgeable presenters, willing to help. Presenters made themselves available whenever there was a question in the room.","Separate into novice, beginning users, and advanced users. My questions held others back that was more advanced than I. There was a lot of information to cover, however, the presenters were able to provide enough information",No,,Agree,Agree,Agree,Strongly agree,"Instructors were good in showing me what to do, however, I consider myself an extreme novice. I didn't feel that I understood what I was doing but that should improve with practice. It would have been good to know if there is a 'next step' to continue the learning. This is an amazing tool for data analysis!",95,United States of America
9/28/17 18:09,Ecology,1sd303,R,Strongly agree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly agree,Neutral ,Agree ,Neutral,Data was available and cheat sheets were given for help. Breaks were given and instructors were friendly and made you believe you could do it when clearly I was on #teamstruggle,Less time on data cleaning and more time on the r analysis segment. The last segment was heavy and kind of rushed through at the end due to the complexity and overall exhaustion of students.,No,,Agree,Agree,Strongly agree,Agree,"Kari was consistently optimistic and helpful in the presence of confusion, discouraged minds, and dismay with data.",100,United States of America
9/28/17 18:23,Ecology,1chlak,R,Strongly agree,Neutral,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral ,Disagree ,Strongly agree,The very beginning in which we did the exercise to combine the tables.,Extend it to 2 days to spend more time introducing and explaining the material,No,Not Applicable,Neutral,Agree,Neutral,Agree,Not Applicable,30,United States of America
9/28/17 17:59,Ecology,4lapac,R,,,,,,,,   ,  ,,,,,,,,,,,,
9/28/17 18:08,Ecology,4miova,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral ,Agree ,Agree,detail,focus on bones as opposed to the higher level things since they can be explored online,Yes,admin rights,Agree,Agree,Agree,Agree,easy explanations,100,United States of America
9/28/17 18:20,Ecology,3laken,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree ,Strongly agree ,Agree,It's practicality and the number of tools  and resources available to the class. ,"perhaps more breaks getting into the R studio part, or pauses. It seemed unusually long doing examples and challenges right after in a repetitive fashion. ",No,,Agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
9/28/17 18:05,I don't know.,4micre,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree ,Strongly agree ,Agree,"Really like the fact that it was hands on, and you could code along with the instructors.",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
9/28/17 17:49,Genomics,1kains,R,,,,,,,,   ,  ,,,,,,,,,,,,
9/28/17 14:30,Reproducible Research,2duhol,Python,Strongly agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral ,Strongly agree ,Neutral,Overview over key techniques to analyze data,"start on time; trying to sort software issues beforehand; cover less ground, especially with Python; have the coding somewhere at hand that it can be cut-and-pasted so that minor spelling mistakes do stop the functioning of the examples",No,,Agree,Strongly agree,Strongly agree,Strongly agree,,90,United Kingdom
9/28/17 10:43,Reproducible Research,2bowyt,Python,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Agree ,Neutral,"The FLOSS software covered in the workshop.  The trainers and helpers.  The pre-workshop software setup - saved a lot of time on the days.  The accessibility of the workshop for Oxford staff and researchers (pace, entry level, cost/free of charge, location, timing).  Being able to use your own laptop so that you already have all the software installed after the course.  The online documentation.  The venue and refreshments were good too.","The software setup could be fine-tuned.  Explaining how to work with code, never easy, but it was the most challenging part of the workshop.  Venue was very cold.",No,,Strongly agree,Strongly agree,Agree,Strongly agree,"I really liked the green/red post-it system, I find it difficult to ask for help on courses. A helper was able to quickly get me back on track when I'd forgotten how to find a feature in the software.",95,United Kingdom
9/29/17 1:11,I don't know.,2samon,Python,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,great,great,No,,Neutral,Agree,Agree,Neutral,,96,United States of America
9/27/17 11:38,Reproducible Research,0mafor,Python,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Disagree ,Disagree ,Strongly disagree,,,Yes,,Neutral,Strongly agree,Agree,Agree,,23,United Kingdom
9/26/17 0:32,I don't know.,,,,,,,,,,   ,  ,,,,,,,,,,,,
9/17/17 10:25,I don't know.,7vykhs,I don't know./I don't remember.,,,,,,,,   ,  ,,,,,,,,,,,,
9/13/17 11:33,Reproducible Research,3dafai,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Agree,,,No,,Neutral,Agree,Agree,Strongly agree,,100,United States of America
9/13/17 1:28,Genomics,4jutob,R,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree ,Strongly agree ,Agree,"Accessible, easy to follow, informative, well prepared, well presented",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Answer all questions even if they seemed dumb or too simple, or even wrong",100,United States of America
9/12/17 10:35,Ecology,3prmas,R,,,,,,,,   ,  ,,,,,,,,,,,,
9/12/17 9:18,I don't know.,2vebee,R,,,,,,,,   ,  ,,,,,,,,,,,,
9/11/17 23:33,I don't know.,1Fawar,R,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Disagree , Strongly disagree,Strongly disagree,A vast array of topics were covered. The etherpad made checking the script possible ,Our instructor rachel Schwarz flew through the material without providing a strong basis. I have worked with programming languages before as a hobby but could not keep up and simultaneously understand what was happening. I have pity on those with no experience.   To my mind the purpose of having an instructor is to interact with the material and be guided last vommon misunderstandings by an expert. Ms Schwarz moved so quickly and spent so little time explaining I may as well have just watched a video and read stack exchange.   I truly felt the workshop was only barely worth the money... I could have taught myself everything we covered.   In contrast some of the other staff seemed not only more knowledgeable but also more willing to help.   I highly recommend replacing ms. Schwarz if possible. ,No,,Neutral,Agree,Agree,Neutral,Some of the instructors were extremely knowledgeable and very gifted at explaining the problems which occurred. ,26,United States of America
9/11/17 21:56,Geospatial,1BALUT,R,Neutral,Agree,Neutral,Agree,Disagree,Agree,Strongly agree,Neutral ,Strongly agree ,Neutral,Data Analysis  New tools  New knewlegde  ,Feedback from the participants,No,,Neutral,Agree,Agree,Neutral,,100,United States of America
9/12/17 9:16,I don't know.,,,,,,,,,,   ,  ,,,,,,,,,,,,
9/10/17 19:25,,,,,,,,,,,   ,  ,,,,,,,,,,,,
9/9/17 23:17,I don't know.,0popar,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,Live help and examples,Unsure,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They were great with assistance coding and explaining. ,100,United States of America
9/8/17 20:04,I don't know.,1neatl,R,Strongly agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree ,Strongly agree ,Neutral,"Clarity, pacing during the portion using R, answering questions",Giving more basic definitions (like databases) during the first section,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They were very open to answering questions and just seemed relatable and not like those computer geniuses that talk down to non-computer geniuses,91,United States of America
9/8/17 9:57,Reproducible Research,2fodog,R,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree ,Neutral ,Neutral,Very useful aspects of R and SQL language were covered (even if not in the best manner); Having GitHub linked to the professor's Rstudio code was a plus (even if it was taking very long time to be updated); The use of etherpad was also helpful; having the food in the same room allowed more time efficiency; helpers were also very good. ,"Less time with spreadsheet part, or even removing it at all. Slow down specially when most of the group wasn't following the code and the helpers were all around talking but the professor kept talking further anyways; The SQL part could be better addressed, it wasn't really motivating and many people left; Having the github code for all the sections and updated more frequently.",No,,Agree,Neutral,Disagree,Neutral,"Sometimes most of the group was having issues, the helpers would be around trying to help but the professor kept moving forward.  The SQL and spreadsheet parts were specially confusing and not so motivating.",90,United States of America
9/8/17 9:09,Ecology,1grlak,R,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Agree ,Neutral,"constant help with questions, covered a wide variety of topics, interesting graph features were covered (like the color palettes for visually impaired)","Start with the basics, don't assume people know anything yet, slow down on the more complicated stuff, maybe have a starting project that people can download ahead of time the has simple lines to be run so people get an idea of how it works ahead of time",No,,Agree,Agree,Neutral,Agree,,90,United States of America
9/7/17 13:00,I don't know.,7ancre,R,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Disagree,Disagree ,Agree ,Agree,I needed some basic exposure to both R and SQL.,"Longer would be better, or stick to one topic (e.g., R or SQL). And I still like to be able to look things up in a book, so a list of good basic references would be helpful.",No,,Agree,Agree,Agree,Agree,,90,United States of America
9/6/17 15:12,Ecology,1orhan,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree ,Strongly agree ,Agree,,,No,,Strongly agree,Agree,Strongly agree,Agree,,90,United States of America
9/6/17 12:13,I don't know.,1qusou,R,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Agree ,Neutral ,Disagree,"The Excel tips were useful, the instructors were also good and knowledgable about the material.The material was useful especially learning how to make plots in R. ","Even though the workshop said you needed no prior knowledge of R, I thought it was taught in a way that made it seem like should have had some previous knowledge. The commands, jargin and syntax were tossed out pretty casually without a lot of previous explanation. Someone who has not had previous experience with programming doesn't know what things like ""is.na"" and ""=True vs =False"" and ""!"" mean or how they are used. Trying to catch onto things like this while also following everything else made it difficult to keep up. ",No,,Agree,Agree,Agree,Agree,The extra helpers were really great because otherwise it would be very easy to get lost and not be able to catch back up or have to slow down the whole class while one student caught back up. ,76,United States of America
9/6/17 11:44,Reproducible Research,5mowoo,R,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree ,Strongly agree ,,"Enthusiastic instructors and assistants who were very patient with us!   This was a mixed ability group and I appreciated the differentiated challenges set up by Dr. Schwartz. The Etherpad and Dr.Shchwartz posting the scripts live her github was very helpful!  The SQL past was awesome, it was delivered at a more gentle pace compared to R.",Perhaps spend less time on excel in order to slow down and devote more time to R.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"On several occasions, I got frustrated because the script was not working. The helpers patiently went through my script and pointed that everything was in order and gently told that there was a typo that need to be fixed.",100,United States of America
9/6/17 9:17,Ecology,2cobus,R,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral ,Strongly agree ,Neutral,Challenge Questions,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All of the instructors were very helpful!,100,United States of America
9/6/17 6:54,Ecology,4watio,R,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree ,Neutral ,Neutral,The information was provided clearly,"There is a lot of information provided. By the end of the day (somewhere around 3 pm), I could no longer focus on the topic. Although lunch and breaks were given, challenges were assigned during these times. For myself, that had very little familiarity with R, it was too much information in too short of a time without a chance to stretch my legs, so to speak. I would suggest a shorter day, at least for the first part of the program or maybe spend less time on Excel so that R can be taken at a slower pace.",No,,Agree,Agree,Agree,Agree,,76,United States of America
9/5/17 21:27,I don't know.,1clpen,R,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,Strongly disagree ,Disagree ,Agree,"Program was great in introducing tons of information in regards to R, or for filling in gaps of knowledge.","Check in every once and a while to make sure all participants are current with code, sometimes the cursor on the screen moved way to fast to follow what was actually happening. A list of commands and functions would have been helpful to have, as well for the challenges. Might be useful to change the space so that it is easier to work in smaller groups rather than pairs? ",No,,Agree,Agree,Neutral,Strongly agree,,71,United States of America
9/5/17 21:17,Reproducible Research,2sjkin,R,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Disagree,the workshop host/leaders were knowledgeable and eager to help participants,"I would shorten it by two hours, I really had trouble grasping material at the end of the workshop. Or just have the last two hours be group work where we use all the skills learned. Something where we get data, fix any bad formatting, then apply the codes taught. ",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I think they took into consideration the level everyone might be on to answer questions and provide examples. For example, the data sheet used to determine better formatting was set to mimic how biologist might store data realistically. ",99,United States of America
9/5/17 20:22,I don't know.,4prspe,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree ,Strongly agree ,Agree,I really enjoyed this workshop and got a lot more out of it than I anticipated. ,Python!! I use GIS and would love to see a Python workshop.,Yes,,Strongly agree,Agree,Agree,Strongly agree,,95,United States of America
9/5/17 17:34,Ecology,,,,,,,,,,   ,  ,,,,,,,,,,,,
9/5/17 16:44,I don't know.,0GUKIN,R,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral ,Neutral ,Neutral,,"Instructors can slow down a little bit, and give more time to students to digest the materials.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
9/5/17 14:25,I don't know.,2oscal,R,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree ,Strongly agree ,Neutral,A lot of material was covered and it got me up to speed where I can now work on teaching myself the basics of R. This workshop helped to make R more approachable and I hope to incorporate it into my data analysis practices in the future,"It would be a lot easier to digest if we started out with a very small data set for the first hour or so, just so I can flip back and forth between seeing the entire data set and using R functions. By working only with large datasets, it took longer to catch on. Not only was I learning all the functions of R, but I was also trying to remember all of the variables that were included with the data.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I was able to ask questions when I fell behind and a helper was able to pick out my mistakes and get me back on track with little disruption ,100,United States of America
9/5/17 13:34,I don't know.,1locol,R,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree ,Agree ,Neutral,good teacher-student engagement  ,spend less time on introduction/excel and more time on R training,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
9/5/17 9:18,Ecology,0wamon,R,Strongly agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral ,Neutral ,Disagree,Learned about some of R's capabilities,I feel that the first day of R went too fast. Once I typed a code wrong and had to troubleshoot I fell behind and had a hard time catching up.  The etherboard script was not updating in good enough real time to help me out.  Sometimes it did not refresh for 10-15 mins which really put me behind.  It would have been great to  have handouts of some of the basic coding terms.  I know they were online but again flipping back and forth on my laptop slowed me down and I fell behind even more.  The plotting with R section moved at a better pace.,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,75,United States of America
9/3/17 17:46,Ecology,1wasun,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree ,Agree ,Agree,,,No,,Strongly agree,Strongly agree,Agree,Strongly agree,,100,United States of America
9/2/17 21:38,Ecology,1kawai,R,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree ,Agree ,Agree,Easy introduction to R language,Maybe SQL and R be excluded into two separate workshops,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
10/14/17 18:13,I don't know.,2oscal,R,,,,,,,,   ,  ,,,,,,,,,,,,
9/2/17 12:51,Reproducible Research,1exhig,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Neutral ,Agree,The presenters were knowledgeable.  The green and blue stickies worked well for signalling.  The sessions started and ended on time,"Presenters who have typed n lines should not then go back and change line n-k.  Doing so makes note taking difficult.  If line n-k needs correcting, comment it out and enter the corrected version  as line n+1.  If line n-k is a building block for an longer line, copy it, paste it to line n+1 and added the other building blocks for the longer line there.    The presentations on Excel and SQL were frustrating because the clicking of icons was sometimes too rapid to follow and then  difficult to reconstruct.  If point-and-click software must be used, the workshop should include handouts listing the sequence of clicks required to achieve desired effects.",No,,Neutral,Neutral,Neutral,,"The presenter on Excel and SQL was too often vague and far too often padded sentences with ""sort of,"" ""kind of,"" ""generally,"" ""like,"" ""you know"".",70,United States of America
9/2/17 9:56,Ecology,5depow,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral ,Neutral ,Agree,the food was awesome!,It often felt like there were many conversations going on around the classroom. I understand that the 'helpers' are pivotal but it was extremely hard to follow at times because of this. ,No,,Agree,Strongly agree,Agree,Agree,,50,United States of America
9/2/17 9:37,Reproducible Research,2sjkin,R,,,,,,,,   ,  ,,,,,,,,,,,,
9/4/17 9:46,I don't know.,3jasha,R,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree ,Agree ,Neutral,multiple patient instructors. in-class example problems. Etherpad!,"class over course of three days. Noticed that by hour 5 or 6, I got a bit overwhelmed. Esp. in the R section. Another option would be pre-reading/exerceises on excel and SQL sections to save time in class.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I believe you need to review a new concept a few times before it sinks in. That might have been hard given the pace of the class. But the number of patient instructors and classmates circumvented that issue.     When the instructor at the front of the class gave a brief explanation of vectors that left me confused. The two instructors at the back of the class (one an EPA scientist and the other a data librarian) offered two more detailed answers. Then I peeked over my seatmate's shoulder to catch up on material I missed while getting clarification. ,100,United States of America
9/1/17 16:22,I don't know.,1prhic,R,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Neutral,Neutral,Neutral ,Strongly agree ,Strongly disagree,Having multiple helpers  Explaining terminology when asked,"Slow down a little, though I know some people have prior experience  Less detail about databases  ",No,,Strongly agree,Agree,Strongly agree,Strongly agree,Cleared up some confusion I had,98,United States of America
9/1/17 6:52,I don't know.,,,,,,,,,,   ,  ,,,,,,,,,,,,
8/31/17 15:42,Genomics,2ahpar,R,,,,,,,,   ,  ,,,,,,,,,,,,
8/31/17 13:14,Ecology,7saemr,R,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Agree,1. lot of learning in little time invested  2. introduction to several program each with specific advantages  3. networking with people that know a lot about data bases and programming     ,,No,,Agree,Strongly agree,Strongly agree,Strongly agree,there was always someone available to answer questions so you can follow the class all the time. ,100,United States of America
8/30/17 16:30,,,,,,,,,,,   ,  ,,,,,,,,,,,,
8/30/17 11:34,Genomics,0chmil,R,,,,,,,,   ,  ,,,,,,,,,,,,
8/30/17 11:30,Ecology,7lidri,R,,,,,,,,   ,  ,,,,,,,,,,,,
9/2/17 15:40,Genomics,3saesp,R,,,,,,,,   ,  ,,,,,,,,,,,,
8/29/17 18:59,Genomics,4wahea,Neither,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Neutral ,Strongly agree ,Disagree,Good pacing of lessons and breaks.,The final lesson was a little rushed due to timing.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very receptive to my confusion about certain aspects.  The instructor made sure everyone was caught up before moving on with the lesson.,100,United States of America
8/29/17 18:57,Genomics,1cabri,Neither,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,Nicely selected set of relevant examples with carefully detailed instructions,"For this group the detail may have been a bit too much, but they do have the written documents to go back too.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,98,United States of America
11/27/17 13:34,Genomics,,,,,,,,,,   ,  ,,,,,,,,,,,,
8/29/17 18:56,Genomics,3LCOLE,R,,,,,,,,   ,  ,,,,,,,,,,,,
9/18/17 11:19,Ecology,,,,,,,,,,   ,  ,,,,,,,,,,,,
8/29/17 8:10,I don't know.,7ancre,I don't know./I don't remember.,,,,,,,,   ,  ,,,"I don't know, but your survey needs work. I clicked on pre-workshop assessment but this is the post-workshop form, so the questions are essentially idiotic.",,,,,,,,,
8/28/17 11:23,Social Sciences,,,,,,,,,,   ,  ,,,,,,,,,,,,
8/27/17 0:57,Reproducible Research,2mahav,R,,,,,,,,   ,  ,,,,,,,,,,,,
8/25/17 13:56,Ecology,3wijef,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree ,Agree ,Agree,hands-on exercises: I liked that we were given the data and programs to follow along. It helped me remember certain functions and programs better.,,No,,Agree,Agree,Agree,Strongly agree,,96,United States of America
8/24/17 13:43,I don't know.,1seshe,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree ,Strongly agree ,Agree,"detailed explanation, passions of instructors",,No,,Agree,Strongly agree,Agree,Agree,resolved my problems,100,United States of America
11/20/17 12:02,Ecology,,,,,,,,,,   ,  ,,,,,,,,,,,,
8/24/17 12:52,I don't know.,1semid,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,Great instructors!,More snacks.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I enjoyed meeting and interacting with all of the instructors.  I appreciated the instructors providing all students with future resources for student data needs, highlighting their current strengths and research.  ",100,United States of America
8/24/17 12:50,Ecology,0liseg,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,Neutral,"Insightful, opens a window to future learning.",,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,85,United States of America
